com,quest,answer,length,result,date
코웨이,전략적 사고를 통해 문제를 해결한 경험과 그 과정을 서술해 주시기 바랍니다. ,"▶최전방 통신체계를 책임지다◀

지난 2018년, 저는 해병대 장교로 임관했습니다. 그동안 여러 조직에서 리더 역할을 많이 맡았지만 확실하게 책임과 권한이 주어지는 경험은 감회가 남달랐습니다. 서해최북단 백령도에 부대 배치 후 들어간 첫 회의에서 대대장님의 훈육을 통해 느꼈던 최전방 부대의 긴장감은 시험을 치르며 느꼈던 종류의 것과는 차원이 달랐습니다.

특히, 해안과 근접한 특성으로 인해 통신망과 감시장비의 고장이 잦았으나, 해야 할 일에 비해 가용 가능한 인원이 너무 부족했습니다. 적재적소에 인원을 현장에 투입하고 내부적인 문제도 해결하기 위해서는 철저한 일정 관리와 인원 관리가 필수였습니다. 각종 통신장비와 체계들은 같은 원인으로 문제가 생기기보다는 다른 원인으로 발생하였고, 매번 맞닥뜨리는 새로운 문제들을 해결하기 위해서 부서 간부들과 자주 소통하고 소대원들의 의견을 자주 수렴하여 탄력적이고 유연하게 대처해나갔습니다. 항상 최선의 결정을 내리기 위해서 현장을 직접 발로 뛰고, 업무시간 이후에도 부서 운용계획을 세우느라 개인적인 여유가 전혀 없었지만 그런데도 버틸 수 있었던 것은 믿고 의지할 수 있는 소대원들이 있었기 때문이었습니다. 

결국, 대대장님이 가장 믿어주신 참모이자 수치화를 통한 데이터 기반의 효율적인 운영과 다른 참모 부서와의 원활한 소통으로 백령도의 통신체계망 60%를 관리했고 특히, 상급부대 검열 시 지적이 한 건도 없었다는 자부심이 있습니다. 이를 바탕으로 코웨이에서도 제 맡은 바 업무를 확실하게 처리할 수 있으리라 생각합니다.",800,,10월 21일
코웨이,지원 분야의 필요역량을 키우기 위해 준비한 과정과 어떤 노력을 했는지 등 적합하다고 판단할 수 있는 근거를 서술해 주시기 바랍니다.,"▶1등으로 수료한 빅데이터 분석가 과정◀

빅데이터 플랫폼을 활용한 수집, 저장, 처리, 분석까지의 과정과 머신러닝 기반 활용 및 시각화를 교육하는 ‘PBL 머신러닝 기반 빅데이터 분석가 과정’을 1등으로 수료하였습니다. 교육과정에서 부반장을 맡아 매일 아침 IT 관련 뉴스를 정리해서 공유하고, 밤늦게까지 남아서 배운 내용을 스터디 멤버들과 서로 가르쳐주는 방식으로 하루 12시간씩 투자해가며 부족한 부분을 채워가며 과정에 누구보다 열심히 임했습니다. 
결국, 이 과정을 통해 빅데이터에 대한 이해가 높아졌을 뿐만 아니라 요구사항을 도출해내는 기획부터 개발자들이 어떤 식으로 협업하는지 알 수 있었고 특히, 최종프로젝트에서 사용자의 요구사항에 집중한 서비스 구현과 발표구성으로 발표 1등을 이뤄낸 경험은 IT 프로젝트를 수행하는 데 도움이 될 것입니다


▶ 학생 목소리에 집중한 정책으로 참여율 70% 달성◀

학생회를 운영하며 학과생들의 행사 참여율을 높이기 위해서 노력한 경험이 있습니다. 당시, 기존 전년도 학생회에서 행사를 진행하면 보통 학생회와 친한 몇몇 인원들만 참석하여 30%대로 저조한 참여율이었습니다. 따라서 적어도 학과생의 50%는 참여하도록 하는 것이 저희의 목표였습니다. 먼저, 구글 설문지를 작성하여 주 참여자인 1학년과 2학년 학생 140명을 대상으로 설문조사를 진행하였고 행사가 흥미롭지 않다는 이유 때문이라는 것을 파악하게 되었습니다. 
또한, 학과에 대한 소속감이 없다는 결과가 50%가 넘은 이유가 취업과 관련해서 고민이 많기 때문이라는 것을 도출해냈습니다. 이를 토대로 학과장님께 취업 고민을 해결할 방법을 토의하여 학과 최초로 진로 모색 박람회 콘셉트의 ‘영문인의 날’이라는 행사를 기획하였습니다. 행사는 안 온 사람을 찾아보기 힘들 정도로 90%에 가까운 행사 참여율을 보였고, 그 이후 행사들에서도 최소 70% 참여율을 유지할 수 있었습니다. 이처럼 상대의 처지에서 생각하는 과정을 통해 비즈니스 요구사항을 파악하고 프로젝트를 개선하는 데 일조하겠습니다.",1000,,10월 21일
동화기업,본인의 성장과정을 작성해 주시길 바랍니다.,"▶최전방 통신체계를 책임지다◀

지난 2018년, 저는 해병대 장교로 임관했습니다. 그동안 여러 조직에서 리더 역할을 많이 맡았지만 확실하게 책임과 권한이 주어지는 경험은 감회가 남달랐습니다. 서해최북단 백령도에 부대 배치 후 들어간 첫 회의에서 대대장님의 훈육을 통해 느꼈던 최전방 부대의 긴장감은 시험을 치르며 느꼈던 종류의 것과는 차원이 달랐습니다.
그전까지 저는 현실과 타협하면서 적당히 지내는 학생이었습니다. 하지만 매일 저만 바라보는 소대원들과 부서 간부들, 그리고 부대에서 정보통신에 관련한 최고 책임자로 지내면서 적당히는 확실히로 바뀌었고, 맡은 일을 확실하게 책임지고 해내는 사람이 되었습니다. 대대장님이 가장 믿어주신 참모이자 수치화를 통한 데이터기반 운영과 밤낮없는 출동으로 백령도의 통신체계망 60%를 관리했고 특히, 상급부대 검열시 지적이 한 건도 없었다는 자부심이 있습니다. 이를 바탕으로 동화기업에서도 제 맡은 바 업무를 확실하게 처리할 수 있으리라 생각합니다.",500,,10월 22일
동화기업,동화에 관심을 갖게 된 계기와 지원하신 이유와 지원하신 직무를 맡아 앞으로 동화에서 어떻게 성장하고 싶은지 작성해주시길 바랍니다.,"▶소비자가 인정한 기업, 동화◀

학부시절, 브랜딩에 대한 관심으로 한국소비자포럼에서 진행하는 팀화이트라는 대외활동을 했던 경험이 있습니다. 매주 브랜드에 대해서 공부하고, 밤을 새가며 열정적으로 브랜드 콘서트를 준비하며 화이트 컨슈머가 되기 위해서 했던 노력은 지금도 잊을 수가 없습니다. 그 이후 브랜드 고객충성도 대상을 받는 기업들을 살펴보곤 했는데 다소 생소했던 목질 바닥재부문에서 동화기업이 1위를 차지하는 것을 보면서 관심을 두게 되었습니다. 

동화기업에 입사하여 사람들을 행복하게 해주는 일을 하고 싶습니다. 특히, 데이터 분석가의 능력과 데이터 엔지니어의 능력을 모두 갖춘 사람 맞춤형 데이터 사이언티스트가 되어 사회에 도움이 되는 일을 하는 것이 목표입니다. 앞으로 친환경 목재 등 동화기업 관련 도메인 지식을 열심히 공부하고, 신기술에 기반한 데이터분석 지식을 바탕으로 하여 사람에 대해 깊이 있게 연구하고 사람에게 도움이 되는 제품을 만들며 보람을 느끼는 사람이 되고 싶습니다. ",500,,10월 22일
동화기업,"지원하신 직무를 잘 수행하기 위해 본인이 노력한 경험 (학업, 인턴 경험, 대외활동 경험, 개인적인 노력 등)에 대해서 작성해주시길 바랍니다.","▶검증된 데이터 리터러시◀

빅데이터의 수집부터 머신러닝 기반 활용 및 시각화까지 공부하는 ‘PBL 머신러닝 기반 빅데이터 분석가 과정’을 1등으로 수료하였습니다. 프로젝트에서 대용량 데이터를 받아 머신러닝 기반의 주가 변동성 예측 모델과 자연어처리를 활용한 뉴스 빅데이터 분석 모델을 개발한 경험은 비즈니스데이터 분석에 도움이 될 것입니다. 또한, 인턴을 수행하며 공공데이터를 활용한 아이디어 경진대회에서 수상한 경력은 고객이 원하는 서비스를 기획할 때 이바지할 것입니다.

▶성과를 가져오는 소통력◀

학창시절부터 성인이 된 이후까지 학생회와 동아리에서 회장 및 국장을, 그리고 ROTC 자치근무자를 거쳐 해병대 장교로 임관하였습니다. 조직을 이끌면서 성과를 가져온 노하우와 소통능력은 누구보다 자신 있습니다. 항상 상대방 처지에서 생각해보고 경청하는 습관을 통해 디지털 부서 전체의 시너지 효과를 불러일으켜 보겠습니다.

위와 같은 역량을 바탕으로 주도적으로 업무를 수행하는 사원이 되겠습니다.",500,,10월 22일
동화기업,"동화의 주요가치(자율, 협업, 변혁, 윤리, 안전)를 실천한 경험을 설명해주십시오. 1.자율
어려움 속에서도 현실과 타협하지 않고, 본인이 주도적으로 목표를 수립하고
이를 달성하기 위해 노력했던 경험에 대해 서술해주십시오.
(*목표 수립 당시의 어려움, 본인 스스로 목표를 수립한 과정, 자기 힘으로 목표를 달성한 과정과 결과로 구분)","▶주식도메인 뉴스분류모델 개발◀

산학프로젝트에서 신규투자자들의 투자의사결정을 지원해주는 뉴스데이터 분류 모델을 개발했던 경험이 있습니다. 가장 큰 문제는 모델을 만들기 위해서는 자연어처리 지식이 기반이 되어야 하는데 교육과정에는 없었기에 스스로 공부해야 했습니다. 팀원들이 선뜻 자연어처리를 맡기를 꺼려 제가 직접 역할을 맡아 공부하면서 총 33편의 선행 연구 사례를 살펴보고 개선점을 개선해가는 방향으로 모델을 구현했습니다. 

우선, 문장을 앞뒤로 해석하여 문맥을 이해할 수 있는 KoBERT를 활용하여 문맥적 의미변이 및 동음이의어 구분의 문제를 해결하였습니다. 증권사 리서치 자료를 포함하여 전문적인 용어를 추가하고, 단어 임베딩을 통해 단어 유사도 검증을 거쳐 감성 수치를 구체화하여 주식 도메인에 특화된 감성사전을 완성했습니다.

최종적으로 뉴스데이터의 긍부정을 분류해주는 정확도 94%의 감성분류모델을 기반으로 Hola 빅데이터플랫폼을 완성했습니다.",500,,10월 22일
동화기업,"협업
공동의 목표를 위해 다른 사람과 협업했던 경험 중에서, (나와 성격, 가치관 등이) 다른 사람과의 마찰을 피하지 않고
불일치하는 의견을 이야기하고 갈등 상황을 극복하여 공동의 목표를 달성한 경험을 서술해주십시오.
(공동의 목표, 팀의 구성원, 구성원 간 의견 차이의 원인과 구체적 내용, 갈등의 해결 과정 및 결과로 구분)","▶팀의 성공을 이끌어내는 방법◀

서해최북단 백령도에서 하계 IBS훈련을 받을 때 병과 간부가 함께 훈련생으로 지냈던 경험이 있습니다. 팀원 중 보트를 머리에 얹고 갈 때 살짝 머리를 뺀다든지, 패들링을 할 때 혼자만 대충 젓는 식으로 행동하여 팀의 사기를 떨어뜨리는 인원이 있었습니다. 알고 보니 전역이 얼마 남지 않은 병장이었고 굳이 열심히 할 이유가 없어서 그렇게 행동한다는 것이었습니다. 

우선, 팀장을 맡은 저는 훈련 간에 많이 지치더라도 목소리를 제일 크게 내거나 유난히 힘들어하는 인원을 교대하는 등 솔선수범하는 모습으로 팀원들의 신뢰를 얻었습니다. 특히, 문제가 되었던 인원과는 꾸준히 대화하면서 동기부여가 될 수 있도록 노력했습니다. 사실 저도 전역이 많이 남지는 않은 터라 비슷한 처지에서 공감을 얻어냈습니다. 해당 인원은 하루하루 점차 팀에 녹아들었고, 훈련 막바지에 주어진 임무를 가장 빨리 수행하는 팀을 뽑는 최종미션에서 압도적으로 1등을 차지하여 훈련유공을 받았습니다. ",500,,10월 22일
동화기업,"변혁
고객 중심적 관점에서 대담한 목표를 설정하고, 새로운 관점과 방식으로 접근하여
문제를 해결하였거나, 의미 있는 실패를 통해 학습 하였던 경험을 서술해주십시오.
(기존의 관점과 다른 새로운 관점, 문제해결 방식, 실패 경험으로부터 무엇을 배웠는지 구체적으로 설명)","▶고객 만족을 지속시키는 방법◀

학부시절 브랜딩 관련 대외활동인 팀화이트로 활동하면서 '지속가능한 고객 만족이 가능한가?'라는 주제의 프레젠테이션 배틀에 참가하였습니다. 저희 팀은 고객의 마음속으로 들어가보자는 마인드로 팀명을 ‘인사이드’로 정하여 철저하게 고객의 관점에서 기업과 브랜드를 바라보고자 했습니다. 
우선, 치열한 경쟁을 뚫고 1등이 될 수 있었던 사례들을 조사했습니다. 주변에서 쉽게 접할 수 있는 노래로 접근을 하여 매년 벚꽃이 피는 봄이 오면 어김없이 나타나는 ‘벚꽃엔딩’이 떠올랐습니다. 벚꽃엔딩은 항상 1위는 아니지만 순위를 벗어난 유일 무이한 존재, ‘Only one’이기 때문에 지속적인 만족이 가능하다고 생각했고, 이를 토대로 본선에 진출할 수 있었습니다.
본선에서는 Only one에서 더 나아가 존재가치는 변하지 않지만 고객들에게 다가가는 방법에 변화를 준 모습들로 마음이 떠났던 고객을 다시 매혹시켜야 한다는 내용으로 ‘고객을 향하는 독자적인 가치’를 강조하여 결국 우수상을 받을 수 있었습니다. ",500,,10월 22일
OK금융그룹,OK금융그룹에 지원한 이유와 OK금융그룹에서 이루고 싶은 본인의 꿈과 비전을 구체적으로 기술해 주세요.,"▶매력OK, 지원OK◀
 
OK금융그룹은 제게 크게 3가지가 매력적으로 다가왔습니다.
 
첫 번째, 친근함입니다.
OK금융그룹에 관심을 두게 된 것은 우연히 보게 된 읏맨 광고에서부터였습니다. 처음엔 조금 특이하다고만 생각했는데 평소 이야기할 때 ‘ok’라는 말이 나오면 무의식적으로 ‘금융그룹~’하고 떠올라 그 영향력을 체감했고, 읏맨 이야기가 책으로 나오는 등 고객들에게 콘텐츠로 친근하게 다가가는 방식이 신선했습니다.
 
두 번째, 원팀 문화를 가지고 있습니다.
‘ONE TEAM 8 Spirits’는 조직을 우선시하는 제 가치관과 부합한다고 느꼈습니다. 지금까지 유튜브나 뉴스를 통해서 본 모습은 회장님이 ‘원팀’을 강조하고, 자연스레 사원들이 따라가는 모습이 인상적이었습니다. 또한, 이런 원팀 문화는 성공적인 디지털 전환을 위해서 중요한 부분이라고 생각합니다.

세 번째, 꿈을 이룰 수 있는 현실적인 목표입니다.
제 꿈은 사람들을 행복하게 해주는 일을 하는 것입니다. 입사후에 유능한 팀원들과 데이터분석을 기반으로 고객이 원하는 인사이트를 도출하여 서비스로 구현해내는 고객 맞춤형 데이터 사이언티스트가 된다면 제 꿈을 현실적으로 이룰 수 있을 것입니다.",600,,10월 24일
OK금융그룹,본인이 지원하는 직무를 수행하기 위해 어떤 준비와 경험을 해왔는지 기술해 주세요. ,"▶성장하는 데이터 리터러시◀

빅데이터의 수집부터 머신러닝 기반 활용 및 시각화까지 공부하는 ‘PBL 머신러닝 기반 빅데이터 분석가 과정’을 1등으로 수료하였습니다. 최종 프로젝트로 진행한 ‘뉴스 빅데이터 분석을 통한 주가 변동성 예측’에서 대용량 데이터를 받아 머신러닝 기반의 주가 변동성 예측 모델과 자연어처리를 활용한 뉴스 빅데이터 분석 모델을 개발하여 주린이를 위한 Hola Platform 서비스를 만든 경험은 금융 플랫폼을 기획하는 데 도움이 될 것입니다. 또한, 공공데이터 인턴을 수행하며 공공데이터를 활용한 아이디어 경진대회에서 수상한 경력은 고객이 원하는 서비스를 기획할 때 이바지할 것입니다.

▶성과를 가져오는 소통력◀

학창시절부터 성인이 된 이후까지 학생회와 동아리에서 회장 및 국장을, 그리고 ROTC 자치근무자를 거쳐 해병대 장교로 임관하였습니다. 조직을 성공적으로 이끌면서 성과를 가져온 노하우와 소통능력은 누구보다 자신 있습니다. 항상 상대방 처지에서 생각해보고 경청하는 습관을 통해 디지털금융 부서 전체의 시너지 효과를 불러일으켜 보겠습니다.

위와 같은 역량을 바탕으로 주도적으로 업무를 수행하는 팀원이 되겠습니다.",600,,10월 24일
OK금융그룹,"본인이 살아오면서 겪은 성공 및 실패 경험은 무엇이며, 그 경험을 통해 얻게 된 교훈과 느낀 점은 무엇인지 기술해 주세요.","▶빅데이터 분석기사 실패를 발판 삼다◀

빅데이터 분석가 교육과정을 수강하며 마침 새롭게 생긴 빅데이터 분석기사를 같이 준비했습니다. 다만, 과정에서 배우는 교육만으로도 시험에 도움이 될 것으로 생각하며 조금 안일하게 준비했습니다. 결국, 거짓말처럼 단 한 문제 차이로 필기시험에서 떨어졌습니다. 필기시험 발표 날, 같이 준비했던 동기들과 함께 결과를 보던 순간은 아직도 생생하게 남아있습니다. 그 이후, 필기시험에 통과한 동기들이 실기까지 수월하게 합격하는 모습을 보면서 ‘절심함’과 ‘유비무환’의 중요성을 머릿속 깊이 되새겼습니다. 

실패의 쓴맛을 보고 난 후 남은 교육과정에서 매일 같이 밤 9시까지 남아서 스터디와 프로젝트에 누구보다 열심히 임하였고, 모르는 것이 있으면 주변 동기들한테 매일 물어보며 지냈습니다. 교육과정 후반에는 산학프로젝트 팀장을 맡아 적극적인 애자일 방식의 운영과 수시로 의사소통하며 부족한 점을 피드백한 결과 팀의 발표 1등을 이끌 수 있었고, 수료식 날 교육성적 우수상을 받는 영광을 이뤄냈습니다.

이를 통해 작은 실패에 좌절하지 않고 좀 더 보완하여 절실히 부딪히면 얼마 남지 않은 큰 성공에 다다를 수 있다는 것을 깨달았습니다. ",600,,10월 24일
OK금융그룹,OK금융그룹이 왜 지원자를 채용해야하는지 자유롭게 기술해 주세요. ,"▶MZ세대를 대표하는 고객◀

동학개미운동을 보며 자산 관리와 재테크에 관한 관심이 있었는데 한양대 산학원에서 뉴스 빅데이터 분석을 통한 주가 변동성 예측 프로젝트를 진행하면서 본격적으로 금융권에 관심을 두게 되었습니다. 또한, 금융보안원에서 주최한 금융데이터 경진대회에 참가하여 신규투자자 데이터를 분석하고, 책을 보며 디지털 전환을 공부하는 등 금융권에 대한 도메인 지식을 쌓아가고 있습니다.

그뿐만 아니라 가상자산, 메타버스 등 신기술 트렌드에 가장 관심이 많은 고객입니다. 누구보다도 고객의 관점에서 MZ세대가 무엇을 원하고 필요로 하는지 인사이트를 도출해낼 자신이 있습니다.

▶최전방을 지킨 책임감◀

지난 2018년, 저는 해병대 장교로 임관했습니다. 서해최북단 백령도에서 대대장님이 가장 믿어주신 참모이자 수치화를 통한 데이터기반 운영과 밤낮 없는 출동으로 백령도의 통신체계망 60%를 관리했고 특히, 상급부대 검열 시 지적이 한 건도 없었다는 자부심이 있습니다. 

남다른 책임감과 고객기반 인사이트를 바탕으로 OK금융그룹의 차세대 전산 시스템의 이해가 높은 디지털 핵심인재이자, 무한 긍정 해결사인 읏맨처럼 고객을 위한 한 명의 읏맨이 되고 싶습니다.",600,,10월 24일
우리카드,우리카드가 속한 산업 생태계는 급속한 변화가 이루어지고 있습니다. 이에 대응하기 위해서는 새로운 관점으로 현상을 바라보는 시각이 필요합니다. 귀하께서 새로운 관점으로 기존 문제를 해결한 경험과 이 사건이 가장 기억에 남는 이유 마지막으로 본인의 가치관에 어떠한 영향을 주었는지 자유롭게 기술하여 주시기 바랍니다.,"▶ 학생 목소리에 집중한 정책으로 참여율 70% 달성 ◀

학부 시절 저희 학과는 같은 단과대학 내의 다른 학과들에 비해서 잘 뭉치지 못한다는 소리를 자주 들어 학생회장이었던 저에겐 큰 고민이었습니다. 당시, 기존 전년도 학생회에서 행사를 진행하면 보통 학생회와 친한 몇몇 인원들만 참석하여 30%대로 저조한 참여율을 보였습니다. 따라서 적어도 학과생의 50%는 참여율을 달성하는 것을 목표를 세웠습니다.

무엇보다도 학생들의 생각을 알아보는 것이 먼저라고 판단하여 구글 설문지를 작성하고 주 참여자인 1학년과 2학년 학생 140명을 대상으로 설문 조사를 진행하였습니다. 또한, 직접 학생회 임원들에게 총 6개의 전공 수업에서 만나는 학생들에게 학생회에 바라는 점을 물어봐달라고 했습니다. 

그 결과 불참 이유는 행사가 흥미롭지 않다는 점과 자신의 일정과 겹쳤던 점이라고 응답한 것을 확인하였고, 학과 소속감을 묻는 문항을 통해 학과에 대한 소속감이 없다는 결과가 50%가 넘은 이유가 취업과 관련해서 고민이 많기 때문이라는 것을 도출해냈습니다. 

이를 토대로 학과장님께 취업 고민을 해결할 방법을 토의했습니다. 설문결과와 토의내용을 바탕으로 학과 최초로 ‘영문인의 날’이라는 행사를 기획하였습니다. ‘영문인의 날’ 행사는 안 온 사람을 찾아보기 힘들 정도로 90%에 가까운 행사 참여율을 보였고, 그 이후 행사들에서도 최소 70% 참여율을 유지할 수 있었습니다.

이로써 문제를 해결하기 위해서는 본질적인 부분부터 제대로 알아가는 과정이 필요하며 원인 없는 결과를 없다는 것을 깨달았습니다. ",800,,10월 25일
우리카드,귀하가 우리카드에 왜 입사하여야 하는지 그리고 입사하기 위해 준비한 노력과 역량에 대하여 기술하여 주시기 바랍니다. 이에 더하여 입사 후 본인이 꿈꾸는 우리카드 생활에 대하여 자유롭게 기술하여 주시기 바랍니다.,"▶ 성장하는 데이터 리터러시 ◀

빅데이터의 수집부터 머신러닝 기반 활용 및 시각화까지 공부하는 ‘PBL 머신러닝 기반 빅데이터 분석가 과정’을 1등으로 수료하였습니다. 최종 프로젝트로 진행한 ‘뉴스 빅데이터 분석을 통한 주가 변동성 예측’에서 대용량 데이터를 받아 머신러닝 기반의 주가 변동성 예측 모델과 자연어처리를 활용한 뉴스 빅데이터 분석 모델을 개발하여 주린이를 위한 Hola Platform 서비스를 만든 경험은 금융 플랫폼을 기획하는 데 도움이 될 것입니다. 또한, 공공데이터 인턴을 수행하며 공공데이터를 활용한 아이디어 경진대회에서 수상한 경력은 고객이 원하는 서비스를 기획할 때 이바지할 것입니다.

▶ 성과를 가져오는 소통력 ◀

학창시절부터 성인이 된 이후까지 학생회와 동아리에서 회장 및 국장을, 그리고 ROTC 자치근무자를 거쳐 해병대 장교로 임관하였습니다. 조직을 성공적으로 이끌면서 성과를 가져온 노하우와 소통능력은 누구보다 자신 있습니다. 항상 상대방 처지에서 생각해보고 경청하는 습관을 통해 디지털 부서 전체의 시너지 효과를 불러일으켜 보겠습니다.

위에서 말씀드린 꾸준히 쌓아온 AI기반 빅데이터 역량을 바탕으로 마이데이터를 활용하여 항상 고객의 입장에서 고객의 돈과 시간을 지켜주는 진정한 고객맞춤형 서비스를 구현해내는 데 최선을 다하겠습니다.",800,,10월 25일
우리카드,"MZ세대는 이전과는 다른 방식으로 금융산업의 판을 흔들고 있으며, 다수의 기업들이 이를 주목하고 있습니다. 귀하가 스스로 정의하는 MZ세대란 무엇이며, 어떠한 특징을 가지고 있기에 각종 산업의 화두로 떠오르고 있는지 기술해 주시기 바랍니다. 이와 더불어 우리카드가 MZ세대가 선호하는 기업이 되기위해서 필요한 요소가 무엇인지 자유롭게 기술해 주시기 바랍니다.","▶ 합리적인 디지털 주도 세대 ◀

제가 생각하는 MZ세대는 어렸을때부터 컴퓨터를 다루고 스마트폰을 받아들이는데 있어서 전혀 거부감이 없었던 디지털에 굉장히 익숙한 세대이자, 무한 경쟁 시대의 소용돌이에서 살아왔기에 상대적으로 무엇이 합리적인 선택인지 고민하고 결정하면서 망설임이 없습니다. 이는 금융 서비스로 생각해보면 자신에게 맞는 서비스를 찾기 위해서 다양한 서비스를 접해보고 가장 자신에게 도움이 되는 서비스를 선택하는 것뿐만 아니라 만약 자신에게 더 좋다고 생각되는 새로운 서비스가 나온다면 하루아침에 서비스를 바꾸는 경향을 지니고 있다는 것을 의미합니다. 그만큼 디지털 서비스를 별다른 어려움 없이 잘 받아들이고, 시기적으로 경제활동의 주축이 되어가는 세대이니만큼 자신의 자산을 과감히 투자하는 모습도 보여줍니다. 그런 점에서 디지털 전환이 생존에 직접적인 영향을 미치는 금융권에서는 디지털 문화를 주도하는 MZ세대를 예의주시할 수밖에 없습니다. 

우리카드가 MZ세대가 선호하는 기업이 되기 위해서는 소통이 우선시되어야 한다고 생각합니다. 딱딱하고 보수적인 분위기가 강한 금융권에서 다양한 시도를 통해 MZ세대와 소통하려는 모습을 보여준다면 합리적인 그들로서는 고려대상에 둘 확률이 상당히 높아진다고 생각합니다. 하루가 다르게 빠르게 변화하는 요즘은 새로운 트렌드를 어떻게 사업에 접목하느냐가 관건이라고 생각합니다. 그중에서도 고객의 관점에서 원하는 부분을 파악하려면 소통이 가장 먼저 필수적인 요소입니다. ",800,,10월 25일
우리카드,"지금까지 사용해본 금융 관련 각종 서비스 중 가장 혁신적이라고 생각했던 서비스와 그 이유, 그리고 이를 통해 본인의 삶이 과거와 비교해 어떻게 달라졌는지 자유롭게 기술하여 주시기 바랍니다.","▶ 당연했던 불편함을 해소해준 서비스 ◀

대학생 시절, 학교에서 신입생을 위한 행사를 하러 가든, 동기생들과 모여서 술 한잔을 하든 반드시 거쳐야 하는 절차의 첫 번째는 바로 총무라는 사람을 정해 돈을 걷는 것이었습니다. 약속한 시각이 되기 전에 너나 나나 학교 근처 ATM 앞에서 돈을 뽑는 모습은 제가 신입생 시절에는 당연한 모습이었습니다. 

어느 날, 거짓말처럼 등장했던 무료 송금이라는 서비스가 등장하고 나서는 단순한 편리함뿐만 아니라 문화 자체를 바꾸어버렸습니다. 무엇보다도 수수료가 없어 돈도 아낄 수 있고, 은행이나 ATM에 직접 가지 않아도 되니까 시간도 절약할 수 있는 일석이조의 서비스였습니다. 또한, 돈을 걷어서 관리해야 하는 총무들의 입장에서도 확실하게 체크를 할 수 있는 점도 굉장한 이점이었습니다.

어찌 보면 단순한 이 서비스는 지금은 누구나 당연하게 생각하는 서비스가 되었습니다. 기존에 은행을 가서 봐야 했던 그런 당연했던 업무들은 집에서도 편하게 처리할 수 있는 시대가 열렸습니다. 마침 마이데이터 사업도 진행되고, 비대면 시대를 맞아 우리카드에서도 당연했던 불편함을 해소해 줄 수 있는 고객에겐 당연한 서비스를 만들어보고 싶습니다. 아직도 세상에는 당연한 불편함이 많습니다. 그렇기에 아직 우리(카드)에겐 많은 가능성과 기회가 있다고 생각합니다. 그 기회를 함께 잡아보고 싶습니다.",800,,10월 25일
게임빌컴투스플랫폼,주어진 일이나 과제 수행 시 새로운 것을 접목하거나 남다른 아이디어를 통해 문제를 개선했던 경험에 대해 작성해주세요.,"▶ 학생 목소리에 집중한 정책으로 참여율 70% 달성 ◀

학부 시절 저희 학과는 같은 단과대학 내의 다른 학과들에 비해서 잘 뭉치지 못한다는 소리를 자주 들어 학생회장이었던 저에겐 큰 고민이었습니다. 당시, 기존 전년도 학생회에서 행사를 진행하면 보통 학생회와 친한 몇몇 인원들만 참석하여 30%대로 저조한 참여율을 보였습니다. 따라서 적어도 학과생의 50%는 참여율을 달성하는 것을 목표를 세웠습니다.

무엇보다도 학생들의 생각을 알아보는 것이 먼저라고 판단하여 구글 설문지를 작성하고 주 참여자인 1학년과 2학년 학생 140명을 대상으로 설문 조사를 진행하였습니다. 또한, 직접 학생회 임원들에게 총 6개의 전공 수업에서 만나는 학생들에게 학생회에 바라는 점을 물어봐달라고 했습니다. 

그 결과 불참 이유는 행사가 흥미롭지 않다는 점과 자신의 일정과 겹쳤던 점이라고 응답한 것을 확인하였고, 학과 소속감을 묻는 문항을 통해 학과에 대한 소속감이 없다는 결과가 50%가 넘은 이유가 취업과 관련해서 고민이 많기 때문이라는 것을 도출해냈습니다. 

이를 토대로 학과장님께 취업 고민을 해결할 방법을 토의했습니다. 설문결과와 토의내용을 바탕으로 학과 최초로 ‘영문인의 날’이라는 행사를 기획하였습니다. ‘영문인의 날’ 행사는 안 온 사람을 찾아보기 힘들 정도로 90%에 가까운 행사 참여율을 보였고, 그 이후 행사들에서도 최소 70% 참여율을 유지할 수 있었습니다.

이로써 문제를 해결하기 위해서는 본질적인 부분부터 제대로 알아가는 과정이 필요하며 아무리 좋은 AI기술들이 있어도 사용자가 원하는 본질에 다가가지 못한다면 결국은 근본적인 문제 해결을 할 수 없다는 것을 깨달았습니다. ",0,,10월 25일
